company name,index,2016Q3,2016Q2,2016Q1,2015Q4,2015Q3,2015Q2,2015Q1,2014Q4,2014Q3,2014Q2,2014Q1,2013Q4,2013Q3,2013Q2,2013Q1,2012Q4,2012Q3,2012Q2,2012Q1
紅馬-KY,2928,1.83,2.75,2.18,1.41,0.1,0.05,0.91,0.77,-1.42,-3.13,,0.01,-2.32,,,1.27,1.11,,
淘帝-KY,2929,13.89,20.02,19.93,15.57,14,15.06,16.65,16.19,14.6,15.95,18.84,15.12,14.14,12.9,13.55,13.25,,,
客思達-KY,2936,2.83,2.71,3.11,1.52,1.3,1.42,2.08,1.52,2.2,,,1.65,,,,,,,
歐格,3002,14.91,12.26,11.83,8.96,7.95,10.03,9.77,15.25,17.2,15.86,20.08,10.59,12.7,11.01,2.64,10.26,10.91,10.68,7.03
健和興,3003,11.62,12.04,11.95,12.83,13.71,11.19,12.18,12.81,12.83,12.8,14.96,10.97,9.86,8.14,10.88,12.69,13.27,17.23,11.59
豐達科,3004,12.96,13.77,13.36,15.44,14.9,13,13.1,-4.05,-6.43,13.8,17.17,10.4,10.06,12.35,16.71,14.46,13.85,14.29,14.59
神基,3005,8.75,8.24,7.88,7.79,7.69,8.27,9.72,5.23,2.21,3.6,1.35,3.28,2.57,2.7,2.71,2.8,2.38,2.94,1.94
晶豪科,3006,5.66,6.94,6.55,5.23,6.25,5.71,9.7,11.55,11.32,11,12.59,9.88,11.35,13.09,10.21,-3.29,-0.43,-3.03,-3.99
大立光,3008,43.74,39.93,43.8,43.24,43.13,37.92,41.71,42.43,41.52,39.93,43.74,35.03,34.22,35.44,36.24,27.79,23.57,22.18,24.24
華立,3010,3.03,3.04,4.03,3.07,3.06,3.09,3.22,3.43,3.33,3.26,3.42,3.6,3.61,3.54,3.92,3.3,3.37,2.99,3.21
今皓,3011,-1.54,-3.66,-6.3,-5.07,-6.19,-5.81,-3.53,-3.02,-2.2,-2.1,-1.92,-3.77,-3.8,-3.53,-4.17,0.16,0.25,0.25,-1.39
晟銘電,3013,4.39,2.91,-4.08,2.15,3.02,0.04,-1.75,4.31,-1.01,0.08,4.55,3.58,3.04,0.87,-1.39,1.22,-2.65,-4.97,-0.15
聯陽,3014,12.43,10.79,10.21,10.97,10.76,8.95,12.19,10.7,12.37,11.83,11.64,6.21,6.22,4.37,3.98,5.9,6.41,6.44,5.81
全漢,3015,1.8,1.41,1.41,2.72,1.05,-0.62,0.49,2.6,2.65,1.94,2.59,3.24,3.43,3.76,2.49,3.66,4.1,4.28,3.56
嘉晶,3016,0.89,2.59,1.82,-1.89,2.46,5.37,6.05,1.88,3.89,7.93,10.33,-3.31,1.22,-0.4,-3.01,-6.42,-6.13,-15.27,-30.51
奇鋐,3017,3.33,3.09,3.27,2.91,2.77,2.49,2.87,3.09,3.06,1.68,1.1,1.19,1.21,1.03,0.48,-0.31,-0.37,-0.42,-0.61
同開,3018,0.02,-1.06,0.19,-4.62,-0.43,-0.23,-1.79,2.29,2.15,1.61,1.44,-1.43,-18.41,-27.33,-36.17,1.13,0.17,0.04,1.08
亞光,3019,6.1,2.9,0.92,1.44,2.48,0.85,-1.1,-1.21,-0.36,-0.91,-2.67,-4.6,1.68,1.63,3.45,-1.5,-1.72,-3.73,-3.75
鴻名,3021,5.82,5.65,3.77,4.82,4.44,3.22,1.2,4.87,5.18,5.43,5.96,3.35,4.26,4.33,2.11,4.21,4.07,6.21,6.64
威強電,3022,18.62,19.33,19.86,17.1,17.97,17.86,19.82,23.24,21.86,23.5,29.67,22.82,22.83,20.06,22.35,18.42,20.81,21.88,22.27
信邦,3023,9.15,9.14,9.21,7.88,8.36,7.93,7.88,6.66,7.27,7.14,7.16,5.76,6.23,5.77,5.68,4.77,5.55,5.51,5.61
憶聲,3024,-2.48,-5.73,-4.91,-7.74,-5.97,-4.35,-5.52,-5.75,-3.82,-5.7,-9.08,-12.28,-11.06,-10.51,-8.44,-3.02,-0.37,0.43,-5.53
星通,3025,4.73,3.37,2.88,-3.69,-6.1,-5.69,-7.57,2.27,-1.04,-1.83,5.56,6.39,6.03,4.56,5.81,7.64,6,-0.04,7.65
禾伸堂,3026,2.9,2.97,3.47,3.47,4.55,4.55,5,4.96,5.99,6.35,4.43,3.95,4.48,4.39,4.71,4.35,4.63,4.39,4.51
盛達,3027,3.94,4.19,2.34,2.93,3.06,2.88,0.56,3.01,4.76,2.48,3.07,3.09,5.27,0.26,2.22,2.66,5.79,8.47,-1.36
增你強,3028,1.33,1.51,2.15,1.43,1.38,1.37,1.89,1.31,1.23,1.25,1.4,0.76,1.39,1.55,1.59,1.12,1.27,1.4,1.66
零壹,3029,3.65,2.83,2,3.36,3.73,3.33,4.11,2.24,1.98,1.9,1.67,1.91,1.4,1.32,0.56,1.97,2.42,2.28,2.67
德律,3030,14.52,16.93,14.55,21.01,23.86,21.87,24.52,21.47,21.68,16.26,14.06,19.74,21.12,17.75,15.43,25.88,26.47,23.17,22.36
佰鴻,3031,6.87,6.86,1.04,-3.52,0.79,-3.2,1.3,0.65,0.66,-0.84,-0.62,-0.67,-1.83,-3.62,-3.77,-12.51,-12.2,-10.92,-7.53
偉訓,3032,6.17,6.87,8.45,7.36,6.92,5.77,7.29,6.14,6.42,7.22,6.76,1.66,2.46,1.62,1.63,0.07,0.4,-0.58,0.61
威健,3033,0.96,1.09,1.25,1.22,1.25,1.26,1.33,1.27,1.37,1.4,1.4,1.59,1.72,1.74,1.74,1.48,1.8,2.03,2.5
聯詠,3034,10.89,11.25,11.13,12.58,12.77,12.66,13.39,13.33,13.15,12.82,11.96,11.45,11.52,11.42,11.37,11.98,11.8,11.27,10.39
智原,3035,5.09,5.93,4.78,6.96,10.82,10.95,11.8,11.76,11.8,12.76,11.56,11.72,11.4,11.33,11.17,12.75,13.71,13.92,13.43
文曄,3036,1.52,1.47,1.48,1.75,1.72,1.69,1.68,1.7,1.74,1.64,1.47,1.49,1.52,1.51,1.49,1.34,1.37,1.26,1.3
欣興,3037,-1.46,-1.44,-1.5,0.05,-1.79,-3.29,-4.78,0.58,1.78,1.15,0.42,1.6,2.63,2.75,3.79,4.87,5.24,4.71,3.85
全台,3038,5.19,5.46,6.7,7.67,7.6,5.59,6.46,4.34,3.72,3.52,3.93,1.37,0.98,1.45,0.59,-2.94,-2.25,-3.94,-5.83
遠見,3040,84.61,74.59,103.08,62.39,73.53,59.71,25.14,233.45,311.22,33.2,9.2,14.45,18.68,22.56,25.24,20.55,14.01,11.04,8.18
揚智,3041,-7.86,-6.67,-2.64,-2.37,-4.12,-8.59,0.07,5.69,6.5,5.48,7.47,21.44,28.68,47.82,-5.6,15.04,16.99,17.67,18.7
晶技,3042,10.09,9.96,10.72,10.13,10.1,9.14,10.35,10.45,10.39,10.26,10.26,9.84,9.76,9.21,9,10.51,10.35,9.26,8.3
科風,3043,-14.16,-19.32,-28.73,-4.59,-2.94,-4.31,-25.11,-11.07,-6.58,-4.15,14.24,-28.73,-30.32,-32.94,-47.97,-48.23,-49.84,-65.99,-43.89
健鼎,3044,7.26,6.62,6.74,6.53,6.24,5.24,5.38,6.26,6.07,5.54,5.92,5.81,5.77,5.67,6.08,7.44,7.84,8.37,8.33
台灣大,3045,14.32,14.23,13.5,13.92,14.34,13.79,13.24,13.81,15,15.45,15.06,14.59,15.11,14.88,14.63,15.2,15.71,15.5,14.36
建碁,3046,-25.98,-30.22,-21.21,-11.24,-13.26,-20.17,-19.1,-27.94,-28.7,-27.15,-17.21,-13.94,-13.8,-10.21,-5.52,-1.81,-0.25,2.47,5.36
訊舟,3047,1.39,2.83,0.57,2.53,2.86,0.62,-0.93,2.41,2.7,2.79,3.96,2.32,2.76,3.45,4.57,3.89,3.76,4.14,3.53
益登,3048,0.41,0.27,0.19,0.59,0.65,0.61,0.61,0.74,0.76,0.7,0.51,0.58,0.53,0.49,0.53,0.59,0.61,0.57,0.37
和鑫,3049,-46.65,-106.5,-74,2.98,6.75,1.4,10.33,12.92,17.5,21.82,35.19,6.01,16.29,15.42,5.56,-42.81,-73.54,-119.78,-126.66
鈺德,3050,13.2,12.38,9.78,14.9,12.96,14.07,6.48,-7.71,-0.88,0.3,6.03,-5.89,-3.24,-2.58,4.68,0.34,-2.68,-8.14,-5.54
力特,3051,-19.02,-14.91,-17.35,8.92,11.5,9.73,15.12,13.08,8.18,0.38,-0.56,13.33,15.31,18.7,19.05,2.62,2.85,3.43,-0.32
夆典,3052,1.02,1.28,1.04,5.48,4.99,5.83,1.63,4.85,3.62,6.76,14.69,15.42,6.04,0.73,0.57,4.63,5.17,5.43,6.77
立萬利,3054,36.71,41.86,55.47,-12.39,-7.57,-6.14,-4.79,0.68,1.6,2.46,3.92,11.86,15.03,12.07,12.1,-2.13,-1.93,0.26,0.08
蔚華科,3055,3.54,4.37,5.31,20.53,3.54,3.97,4.2,8.41,9.64,9.33,6.08,-18.44,-2.02,3.64,2.33,1.82,2.48,1.27,-7.17
總太,3056,22.65,23.76,-92.52,18.24,18.85,8.23,9.92,21.4,1.49,7.84,9.82,34.02,32.54,37.14,35.82,22.74,24.29,19.97,18.31
喬鼎,3057,-8.85,-9.42,-8.72,2.59,3.46,3.54,5.84,10.71,9.91,9.6,9.45,9.16,8.77,9.09,7.74,3.29,2.36,1.91,1.4
立德,3058,2.07,1.66,1.59,0.29,1.13,1.29,0.57,0.35,1.11,0.26,2.27,1.98,3.42,2.89,2.62,4.78,4.97,4.09,3.09
華晶科,3059,-0.14,-0.77,-2.24,2.2,2.56,0.78,0.1,1.79,2.02,2.48,2.15,-1.72,0.21,-0.33,-1.14,1.14,1.31,1.29,0.99
銘異,3060,2.34,2.03,0.93,9.82,11.25,9.28,13.19,10.79,9.98,8.25,8.54,8.02,6.99,6.14,7.14,14.68,19.57,26.08,12.1
建漢,3062,2.97,3.34,3.54,3.19,2.82,2.3,3,2.13,1.9,1.57,0.53,1.23,1.72,2.28,2.73,0.72,0.8,0.76,0.95
泰偉,3064,-40.19,9.75,59.45,-210.8,-205.69,-273.16,-468.25,-114.05,-123.03,-80.7,-44.54,-13.37,-7.48,0.08,-87.01,5.13,-4.63,0.09,0.03
李洲,3066,-28.31,-29.43,-15.29,-46.48,-37.74,-36.45,-38.11,-25.99,-26.56,-24.39,-36.63,-51.45,-36.24,-26.5,-32.89,-23.47,-33.81,-38.09,-38.12
全域,3067,-16.44,-27.01,-47.54,-13.17,-14.9,-14.81,-29.94,1.48,-3.42,0.03,1.85,-11.18,-3.54,-9.08,-3.42,-6.03,1.65,2.03,6.1
美磊,3068,12.22,10.25,8.65,5.72,5.6,4.01,4.06,4.38,4.29,2.33,2.3,4.04,6.18,3.15,1.33,2.59,4.28,2.87,2.79
協禧,3071,3.97,2.73,0.6,0.28,-0.42,-0.81,-2.42,0.04,0.22,-0.34,-2.36,-5.62,-4.37,-4.28,-5.78,0.15,1.45,0.89,0.04
普格,3073,5.28,6.94,-62.34,-74.05,-45.59,-41.23,5.39,-83.23,-75.87,-19.32,-23.77,2.51,7.49,14.27,-15.23,-97.78,-88.09,-24.72,3.53
僑威,3078,11.58,10.74,9.84,10.2,9.43,7.62,8.04,8.69,7.82,7.43,7.56,4.83,5.01,4.45,5.91,2.46,2.26,2.36,1.31
聯亞,3081,44.88,47.34,49.75,48.77,48.2,46.69,47,46.96,45.53,45.51,,37.75,,,,38.29,,,
網龍,3083,-32.42,-35.63,-49.49,-93.85,-90.48,-94.15,-117.02,-50.71,-35.6,-24.9,-14.3,-4.91,1.07,10.15,6.31,5.06,7.15,6.89,3.57
久大,3085,-5.46,-2.85,-2.38,1.17,-2.17,-3.38,-4.5,-64.37,-87.04,-119.82,-226.28,-1.82,-4.23,-15.08,-5.95,-41.82,-41.91,-33.64,-23.39
華義,3086,-89.24,-74.65,-4.84,-31.08,-28.56,-27.07,-28.73,-39.33,-38.53,-33.58,-31.45,-17.79,-15.44,-11.46,-4.97,-0.26,-0.43,3.78,13.1
艾訊,3088,8.07,8.13,8.61,9.19,9.61,7.9,8.08,8.83,9.39,9.28,9.94,7.64,8.35,8.75,8.7,6.58,6.53,5.99,2.77
遠昇,3089,-318.03,-216.24,-65.04,-84.83,-80.47,-62.39,-18.8,-26.63,-17.41,-14.65,-21.77,-21.5,-8.78,-7.65,-4.4,11.74,9.91,16.34,4.94
日電貿,3090,4.38,4.52,4.02,4.59,4.61,3.8,5.11,4.48,3.34,4.06,4.82,5.21,5.88,5.21,6.3,7.92,8.7,7.83,6.79
鴻碩,3092,8.62,7.66,5.12,3.49,2.68,0.05,0.42,3.17,3.42,3.4,0.66,-1.64,-1.95,-1.57,-1.17,-1.12,-0.53,1.17,0.66
港建,3093,10.3,10.13,11.76,11.72,8.06,5.92,6.32,7.99,6.9,3.28,7.44,10.69,9.84,8,8.8,10.47,10.85,11.62,16.77
聯傑,3094,20.76,22.43,22.52,25.64,26.85,22.42,12.15,25.81,25.32,25.55,27.14,20.54,19.7,18.1,17.09,15.95,17.47,18.74,12.3
及成,3095,-66.06,-62.58,-33.26,-4.47,-7.21,1.2,9.62,-8.74,-7.98,-8,-10.01,-19.6,-16.82,-21.06,-21,-19.79,-9.59,-9.69,-9.16
穩懋,3105,24.45,22.51,25.5,22.23,22.23,19.56,22.03,19.81,19.54,15.82,12.8,17.28,19.7,22.16,27.74,14.66,17.01,15.55,18.07
好德,3114,-0.51,-2.02,-3.91,3.08,3.99,1.4,2.4,3.3,3.38,2.79,5.05,2.32,2.24,2.83,3.67,1.95,2.36,1.77,0.14
寶島極,3115,-0.88,-0.41,-2.49,-0.85,-0.18,0.59,-2.45,2.79,3.57,3.14,3.03,5.33,6.38,4.24,0.81,1.8,0.1,-0.99,-4.06
進階,3118,10.59,10.9,12.77,15.08,14.79,14.58,14.23,14.41,12.96,12.99,13.38,12.21,10.94,11.33,12.09,11.25,10.74,11.47,10.69
笙泉,3122,3.55,6.33,6.19,6.96,6.07,6.25,4.79,10.47,10.22,10.65,5.52,7.29,6.91,7.08,,3.27,,-0.12,
昇銳,3128,0.81,1.55,1.15,0.74,-0.21,-0.52,-4.97,-2.02,-2.07,-1.26,0.64,0.38,1.55,1.87,0.48,-3.85,-4.32,-5.4,-7.52
一零四,3130,32.01,36.74,47.48,23.47,24.25,25.16,21.59,24.2,13.22,11.78,9.6,11.12,10.98,10.37,8.81,8.16,7.6,6.23,2.38
弘塑,3131,14.97,16.7,18.75,20.27,19.65,17.16,19.5,18.24,16.14,15.28,18.08,21.92,23.79,22.56,23.43,17.47,17.39,11.37,11.94
晶宏,3141,12.79,14.88,13.84,7.6,8.63,7.83,9.14,10.52,8.94,6.77,4.05,6.12,6.57,5.16,7.06,6.55,,2.79,
新揚科,3144,3.48,2.08,0.54,6.2,8.14,7.69,7.63,11.62,12.76,11.53,9.26,14.3,12.95,14.53,13.45,9.1,8.32,7.24,-3.34
正達,3149,-10.35,0.43,1.68,-91.58,-98.09,-149.77,-30.46,-27.47,-19.73,-24.55,-24.69,-12.93,-8.96,-5.7,2.35,7.05,7.93,9.38,11.52
璟德,3152,41.14,41.3,39.71,43.32,44.18,40.27,39.38,36.71,35.76,35.41,36.7,36.83,35.96,35.35,33.68,29.48,30.1,30.52,25.83
精確,3162,-24.37,-10.65,-12.68,-1.07,-0.94,-2.87,-4.76,-2.57,-3.39,-5.56,-11.79,-8.25,-8.63,-4.43,-13.86,0.48,0.86,-2.3,-7.23
波若威,3163,8.79,6.64,5.6,-2.92,-0.73,0.41,0.22,7.97,9.71,12.55,15.02,16.91,15.41,14.99,12.11,11.55,9.45,8.49,
景岳,3164,-4.43,-3.09,-6.18,-18.33,-9.89,-20.88,-21.94,-68.4,-17.64,-11.19,-6.42,10,24.64,26.63,27.99,8.74,17.77,-9.63,-15.91
大量,3167,8.73,9.02,10.6,10.57,15.63,13.55,11.75,10.12,10.48,12.24,11.51,7.52,9.34,9.28,12.16,6.59,,11.82,
亞信,3169,9.28,8.17,6.74,9.9,8.61,5.76,8.33,14.02,12.4,11.61,9.97,17.68,17.23,17.05,14.63,19.01,20.77,21.49,20.2
新洲,3171,5.25,5.5,4.77,4.8,5.85,6.22,5.85,3.26,3.72,3.97,3.98,4.45,5.5,6.81,12.58,0.3,-3.43,-2.94,-7.34
基亞,3176,-219.56,-216.6,-158.6,-181.47,-178.48,-187.51,-235.67,-206.46,-215.85,-147.47,-137.31,-550.87,-418.53,-330.73,-162.89,220.14,-196.57,-235.66,-192.71
鑫龍騰,3188,-47.77,-25.72,-23.88,-16.56,-5.68,-18.39,-19.72,-11.14,-11.01,-8.57,-1.89,-15.02,-5.09,1.17,-5.78,-15.27,-14.04,-18.76,-31.18
景碩,3189,9.37,9.14,8.36,11.84,11.17,10.5,10.82,13.99,15.19,16.02,13.29,13.49,13.52,13.59,13.35,10.81,10.41,10.59,9.3
和進,3191,-49.92,-27.72,-27.28,-22.65,-16.62,-25.67,-43.92,-11.36,-7.42,-8.39,-2.7,11.24,-5.9,-2.74,-2.18,-19.5,-12.93,-9.65,-14.49
樺晟,3202,0.96,-0.52,-2.64,-1.42,-2.05,-3.52,-2.39,1.62,2.84,3.17,3,-8.16,-6.79,-7.86,-7.72,-7.65,-5.73,-3.33,-9.25
佰研,3205,20.33,24.06,25.3,24.25,20.98,13.22,13.21,2.3,-1.53,-4.08,-16.73,0.19,-6.85,-20.13,-27,2.84,0.65,2.64,3.22
志豐,3206,2.73,5.15,6.25,5.7,6.6,6.5,4.14,4.72,5.18,4.21,2.59,1.92,1.5,1.85,2.35,4.15,4.81,5.02,3.38
耀勝,3207,1.31,1.06,0.35,-7.39,-7.08,-9.92,-12.92,-3.74,-3.42,-5.53,-8.91,-6.73,-7.5,-7.18,-8.61,-1.88,-0.65,-2.23,-3.73
全科,3209,1.01,1.09,1.06,1.61,1.38,1.17,1.56,1.35,1.33,1.3,1.36,0.92,0.92,0.92,0.88,0.35,0.67,0.58,0.31
順達,3211,2.67,2.74,2.57,3.23,3.11,2.56,2.86,3.59,3.69,3.89,4.37,3.22,3.49,3.78,4.27,5.42,6.05,6.12,6.38
茂訊,3213,7.75,7.17,6.18,11.28,10.39,11.98,16.2,10.63,9.06,9.15,11.49,9.87,8.92,10.76,9.41,8.29,7.31,7.86,10.87
優群,3217,11.82,7.07,5.26,7.43,8.55,5.1,5.89,9.98,9.9,8.31,5.76,6.34,6.34,6.18,4.62,4.33,5.17,4.91,1.8
大學光,3218,5.61,6.25,2.54,7.99,8.22,7.59,7.37,10.28,10.21,9.88,11.34,9.44,6.49,3.79,3.32,-11.49,-8.1,-8.02,1.44
倚強,3219,-12.21,6.06,8.76,-2.29,-1.28,-5.15,-10.26,1.23,3.22,1.42,-1.39,0.58,-3.29,-4.37,-6.16,-14.29,-8.09,-12.67,-21.91
台嘉碩,3221,5.79,7.97,8.06,6.09,5.52,2.32,4.57,7.64,7.16,8.13,9.37,5.84,4.95,5.35,3.43,-0.41,-3.06,-6.22,-5.83
三顧,3224,-4.14,-3.56,-3.08,0.08,0.26,-0.76,-0.61,0.88,0.9,1.04,1.63,0.28,0.7,0.28,-0.08,-1.89,-2.06,-2.01,-2.33
至寶電,3226,10.75,12.58,13.1,18.22,17.68,12.94,12.83,15.04,14.06,13.27,14.74,3.57,2.87,3.03,2.09,-19.6,-19.33,-19.76,-14.29
原相,3227,2.35,2.26,1.97,6.54,6.62,5.83,6.17,7.32,7.5,7.95,7.66,5.79,5.68,3.69,1.48,7.05,6.79,3,1.09
金麗科,3228,-8.78,-15.12,-14.21,-21.3,-19.57,-13.4,-13.87,-30.95,-21.7,-24.71,-33.61,-18.73,-20,-18.46,-13.95,-21.39,-21.21,-13.9,4.15
晟鈦,3229,-51.37,-25.89,-2.76,-6.74,-5.11,-1.75,-2.18,6.02,5.2,4.68,5.86,7.54,6.02,8.45,9.32,-18.13,-6.02,-1.74,-3.88
錦明,3230,-14.52,-17.24,-15.09,-4.85,-6.55,-4.04,-1.49,-6.36,-2.53,-3.27,-1.42,0.75,0.44,-10.83,-5.68,-9.37,-4.54,-4.96,-5.07
緯創,3231,0.34,0.36,0.3,0.2,0.32,0.27,0.49,0.61,0.72,0.6,0.27,0.92,1,1.05,1.02,1.01,1,0.99,1.05
昱捷,3232,-11.22,-10.97,-7.11,0.63,3.3,5.22,4.84,10.09,10.65,8.41,7.07,2.82,2.16,2.96,0.56,0.03,0.81,0.73,0.16
光環,3234,10.12,15.34,16.4,17.22,15.67,10.04,12.91,12.05,10.89,10.56,8.96,4.8,4.86,8.5,7.17,8.85,9.4,9.91,10.62
千如,3236,6.84,6.97,5.14,3.78,3.46,0.32,-1.26,3.73,4.69,4.12,6.25,0.3,0.07,-0.27,0.21,0.66,1.76,2.3,-5.19
海灣,3252,-0.7,-37.49,-17.01,234.29,-31.85,-16.24,-7.45,6.66,-20.6,-22.81,5.02,3.23,1.95,4.4,-7.5,7.88,7.97,10.64,3.95
虹冠電,3257,16.76,18.15,11.75,16.58,18.08,14.26,16.34,30.17,30.5,30.32,31.84,28.4,27.14,25.71,26.01,21.05,20.74,22.36,22.81
鑫創,3259,-16.09,-17.86,-13.03,-34.01,-35.59,-29.88,-13.61,-16.88,-22.37,-17.92,-11.01,-14.92,-26.25,-29.47,-41.71,-20.71,-23.14,-13.94,-8.5
威剛,3260,3.44,1.99,2.29,-0.24,-1.12,-2.36,0.5,2.78,4.14,5.31,5.09,5.93,7.6,10.75,8.81,2.27,2.32,3.26,4.08
欣銓,3264,14.13,12.21,8.3,16.66,17.91,17.19,20.21,20.68,19.78,17.68,13.9,16.84,16.2,13.95,11.62,15.8,15.78,14.73,12.59
台星科,3265,3.34,1.1,-13.36,-9.32,-4.03,5.1,10.4,14.82,14.31,24.62,20.11,37.35,38.13,37.32,39.79,38.76,38.82,40.71,40.4
昇陽,3266,-14.62,-10.97,-4.82,-37.29,-68.33,-23.61,-32.47,27.72,36.74,39.88,43.03,27.49,25.87,24.36,27.94,11.43,12.34,14.58,27.21
海德威,3268,-6.44,-4.38,-11.45,-3.57,-3.21,-8.16,-8.33,35.64,45.6,71.88,225.98,-2.36,-1.61,-0.81,-1.95,-8.82,-4.9,-5.77,-16.49
東碩,3272,3.97,4.35,3.55,7.84,7.75,5.38,6.46,12.87,12.84,11.79,12.66,5.9,6.6,5.07,5.47,3.14,,2.14,
宇環,3276,-0.98,-3.53,-13.21,2.44,2.93,1.73,2.54,10.38,10.97,13.05,12.61,0.07,-2.3,-2.7,-10.1,-0.52,0.93,3.63,5.39
太普高,3284,5.14,4.55,4.1,8.09,9.88,-0.96,-0.54,0.1,0.25,0.55,0.07,4.81,5.1,5.01,5.22,5.19,5.46,4.74,5.86
微端,3285,2.75,2.78,1.58,4.33,4.99,1.49,0.68,3.4,3.24,1.16,0.47,1.65,1.64,2.19,2.19,3.97,3.89,2.51,1.78
廣寰科,3287,-13.9,-19.94,-23.1,-7.7,-5.15,-11.16,-21.6,-0.22,-1.23,-3.47,-2.45,3.74,5.85,4.04,0.55,-3.49,-2.43,-1.43,-2.35
點晶,3288,-62.43,-70.57,-46.28,-37.09,-30.19,-32.98,-25.55,-5.42,-8.88,-11.99,-13.69,-20.04,-20.12,-19.8,-22.5,-31.36,-34.51,-38.16,-49.15
宜特,3289,7.98,9.96,9.76,13.06,14.77,16.19,9.54,13.08,16.78,16.22,13.49,4.65,2.36,3.62,-2.71,3.66,5.25,3.06,0.95
東浦,3290,-2.59,-4.41,-5.63,3.42,5.2,6.51,4.91,1.77,-2.62,-6.92,-1.64,7.73,8.62,13.27,24.72,-7.01,-6.02,-9.53,-4.44
鈊象,3293,26.92,29.16,29.16,15.92,14.04,11.23,5.03,13.72,13.86,11.22,5.18,7.4,7.49,9.14,11.98,14.54,18.84,21.76,23.73
英濟,3294,0.58,-1.97,-6.49,0.82,0.79,-1.72,-0.37,-4.38,-5.07,-6.38,-6.57,-1.54,0.11,0.86,0.91,-3.74,-3.88,-4.37,-1.95
勝德,3296,2.01,0.88,-5.12,0.35,-0.99,-5.26,-6.07,1.4,0.12,-2.46,-5.72,-2.52,-3.06,-4.06,-6.11,3.32,4.21,4.23,6.59
杭特,3297,0.76,5.42,8.5,5.73,5.44,2.01,7.98,11.78,9.19,8.79,16.28,14.9,14.27,14.32,15.17,8.45,6.7,4.6,-1.02
帛漢,3299,13.17,13.22,12.95,12.42,12.12,12.2,12.91,8.54,8.32,7.26,4.36,2.4,3.1,4.87,3.88,-0.23,1.52,1.43,0.83
岱稜,3303,6.22,6.79,6.24,5.62,5.35,1.98,-1.19,0.32,-0.32,4.59,4.15,4.38,4.69,4.8,5.9,3.97,4.33,1.56,-1.66
昇貿,3305,6.14,6.46,5.85,2.39,2.41,2.04,2.42,5.3,5.65,5.95,6.88,6.03,6.16,7.24,8.54,4.97,5.05,5.1,4.75
鼎天,3306,4.03,5.47,1.97,4.31,5.25,6,1.86,6.01,7.01,7.72,5.29,7.21,6.13,5.95,2.1,4.16,5,5.4,1.44
聯德,3308,-1.58,4.81,15.73,0.01,1.9,-0.61,-4.51,-1.75,-5.77,-12.83,-18.24,-6.09,-5.37,-3.66,-0.88,-1.53,-2.26,-0.52,0.35
佳穎,3310,4.68,8.08,10.09,12.81,14.38,9.18,9.1,4.26,2.03,-1.54,2.96,3.57,2.4,4.66,5.29,6.2,4.89,3.92,4.11
閎暉,3311,-5.07,-6.15,-12.92,2.87,4.95,4.39,2.93,-31.14,-40.61,-5.48,-4.35,3.85,4.73,5.75,5.66,9.47,9.29,9.39,8.19
弘憶股,3312,0.88,0.68,0.08,-3.14,-1.67,-1.37,-0.82,0.48,0.31,-0.37,0.17,0.87,0.79,0.77,0.99,0.3,0.2,0.09,-0.27
斐成,3313,-9.77,-12.03,-9.99,-12.35,-5.6,-7.98,-0.54,-11.31,-15.93,-23.49,-1.19,-1.91,-2.42,-2.45,-2.04,-0.33,1.78,4.34,9.8
宣昶,3315,0.31,0.42,0.79,0.77,0.38,-0.75,0.45,1.56,1.04,1.02,1.55,0.69,0.17,0.26,0.22,0.54,0.58,0.45,0.28
尼克森,3317,2.25,2.92,1.28,-1.33,-2.36,-3.49,-0.96,0.61,0.69,0.84,0.77,1.09,1.26,1.28,1.06,-1.25,-2.1,-5.06,-9.3
同泰,3321,-11.69,-10.77,-8.11,5.54,6.81,7.74,8.88,10.73,11.01,10.51,,8.6,,,,3.18,,,
建舜電,3322,-4.94,-6.03,-5,-5.28,-4.95,-7.12,-6.09,1.39,0.84,0.41,3.16,-0.37,-0.81,2.79,4.97,-4.8,-5.56,-10.87,-13.1
加百裕,3323,0.87,0.04,0.22,2.1,2.4,0.62,2.86,3.02,2.2,3.67,4,0.12,0.5,1.09,0.11,1.02,1.3,2.45,2.81
雙鴻,3324,8.83,8.43,7.8,3.89,3.54,-1.39,-2.78,0.33,-0.66,0.18,0.07,0.77,0.14,0.05,0.1,2.86,3.59,2.69,2.78
旭品,3325,0.89,-0.18,0.34,0.87,-0.64,-1.41,-2.65,0.06,0.65,1.79,0.72,-4.91,-3.24,-3.98,-10.33,-10.7,-9.19,-16.21,-17.3
幸康,3332,10.94,9.93,11.12,10.49,11.9,10.81,8.34,12.6,12.32,12.93,10.6,14.94,15.5,14.43,14.18,9.67,9.68,9.76,10.43
泰碩,3338,5.36,3.92,2.79,5.18,4.16,2.3,3.03,6.31,6.14,6.12,5.45,5.13,4.41,4.96,6.99,4.53,,3.97,
泰谷,3339,-52.38,-43.88,-52.04,-91.55,-63.69,-53.56,-40.56,-29.34,-18.04,-17.61,-23.48,-44.99,-32.21,-31.07,-48.98,-45.1,-37.64,-33.66,-31.25
麗清,3346,4.71,5.2,4.7,2.57,3.04,4.24,6.82,3.97,,0.91,,4.23,,6.24,,2.18,,3.65,
